,name,discountedPrice,imgUrl,actualPrice,rating
147,"POCO M3 (Cool Blue, 6GB RAM, 64GB Storage)",,https://m.media-amazon.com/images/I/81zpR-AecqL._AC_UY218_.jpg,,4.2 out of 5 stars
148,,,,,
149,"Redmi Note 10 (Frost White, 4GB RAM, 64GB Storage) - Super Amoled Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor","11,998",https://m.media-amazon.com/images/I/71yNlZ4dVZL._AC_UY218_.jpg,"₹11,998",4.4 out of 5 stars
150,"Samsung Galaxy M02s (Blue,3GB RAM, 32GB Storage) | 5000 mAh | Triple Camera","8,999",https://m.media-amazon.com/images/I/71wkpcIfqdL._AC_UY218_.jpg,"₹8,999",4.1 out of 5 stars
151,,,,,
152,,,,,
153,"Micromax X412 (Blue, Auto Call Recording, 800mAh)",845,https://m.media-amazon.com/images/I/61lSxpzuLwL._AC_UY218_.jpg,₹845,3.6 out of 5 stars
154,,,,,
155,,,,,
156,,,,,
157,"(Renewed) Redmi Note 8 (Moonlight White, 4GB RAM, 64GB Storage)","10,649",https://m.media-amazon.com/images/I/61K6JcPwbQL._AC_UY218_.jpg,"₹10,649",3.5 out of 5 stars
158,"(Renewed) Samsung Galaxy F41 (Fusion Green, 6GB RAM, 64GB Storage)","15,499",https://m.media-amazon.com/images/I/51Fkv8LOxYL._AC_UY218_.jpg,"₹15,499",
159,"Lava Z6 Aqua Blue, 6GB RAM, 64GB Storage","9,999",https://m.media-amazon.com/images/I/71QGVjsVNRL._AC_UY218_.jpg,"₹9,999",4.0 out of 5 stars
160,"Samsung Galaxy M01 Core (Red, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers","5,199",https://m.media-amazon.com/images/I/71UZfRHB7UL._AC_UY218_.jpg,"₹5,199",3.6 out of 5 stars
161,"Dual SIM N86 Compatible with Nokia with 8 Mega Pixel Camera, Stereo FM Radio","3,999",https://m.media-amazon.com/images/I/51s+IhD5GRL._AC_UY218_.jpg,"₹3,999",
162,"Redmi Note 9 (Arctic White, 6GB RAM 128GB Storage) - 48MP Quad Camera & Full HD+ Display","13,999",https://m.media-amazon.com/images/I/71X5I1cVfbL._AC_UY218_.jpg,"₹13,999",4.2 out of 5 stars
163,"I KALL K4 Plus Smartphone (6 Inch, 4GB, 64GB) (Blue)","5,899",https://m.media-amazon.com/images/I/415fy1pvclL._AC_UY218_.jpg,"₹5,899",5.0 out of 5 stars
164,"OnePlus Nord 5G (Gray Onyx, 12GB RAM, 256GB Storage)","29,999",https://m.media-amazon.com/images/I/71zlbKfhFsL._AC_UY218_.jpg,"₹29,999",4.3 out of 5 stars
165,"Samsung Galaxy M51 (Celestial Black, 8GB RAM, 128GB Storage)","24,999",https://m.media-amazon.com/images/I/713AhSUtbHL._AC_UY218_.jpg,"₹24,999",4.4 out of 5 stars
166,"Coolpad Cool 5 (Gradient Blue, 4GB RAM, 64GB Storage)","7,998",https://m.media-amazon.com/images/I/61TYVblS44L._AC_UY218_.jpg,"₹7,998",3.2 out of 5 stars
167,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)","22,999",https://m.media-amazon.com/images/I/713AhSUtbHL._AC_UY218_.jpg,"₹22,999",4.4 out of 5 stars
168,"Redmi Note 10 (Shadow Black, 4GB RAM, 64GB Storage) - Super Amoled Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor","11,998",https://m.media-amazon.com/images/I/71IqJQM2stL._AC_UY218_.jpg,"₹11,998",4.2 out of 5 stars
169,"Samsung Galaxy M02s (Black,3GB RAM, 32GB Storage) | 5000 mAh | Triple Camera","8,999",https://m.media-amazon.com/images/I/71IkA3T7hIL._AC_UY218_.jpg,"₹8,999",4.1 out of 5 stars
170,"Samsung Galaxy M02s (Red,4GB RAM, 64GB Storage) | 5000 mAh | Triple Camera","9,999",https://m.media-amazon.com/images/I/71tI3JEgeeL._AC_UY218_.jpg,"₹9,999",4.1 out of 5 stars
171,"I KALL K4 Plus Smartphone (6 Inch, 4GB, 64GB) (Green)","5,899",https://m.media-amazon.com/images/I/41yVBYRHWRL._AC_UY218_.jpg,"₹5,899",5.0 out of 5 stars
172,"KECHAODA SM Company K33 Bluetooth Dialer with Camera and Dual Sim,Slim Card Size and Light Weight and Stylish Mobile Phone(Black)",975,https://m.media-amazon.com/images/I/61aaBr2UhdL._AC_UY218_.jpg,₹975,4.1 out of 5 stars
173,"Samsung Galaxy M31s (Mirage Black, 6GB RAM, 128GB Storage)","18,499",https://m.media-amazon.com/images/I/71BFG8Zu7zL._AC_UY218_.jpg,"₹18,499",4.3 out of 5 stars
174,"I KALL K65 Premium Flip Mobile with Dual Display (2.4 Inch, Blue)","1,599",https://m.media-amazon.com/images/I/61ZvI7d-AzL._AC_UY218_.jpg,"₹1,599",5.0 out of 5 stars
175,"Redmi 9A (Sea Blue, 3GB Ram, 32GB Storage) | 2GHz Octa-core Helio G25 Processor","7,499",https://m.media-amazon.com/images/I/71sxlhYhKWL._AC_UY218_.jpg,"₹7,499",4.2 out of 5 stars
176,"itel A48 (Gradation Purple, 2GB RAM, 32GB Storage)","5,996",https://m.media-amazon.com/images/I/71kmcdLjDWL._AC_UY218_.jpg,"₹5,996",3.9 out of 5 stars
177,"Xifo Brown & Proud 4G Smartphone (2GB RAM, 16GB Storage) (Jio sim Supported) (Brown)","3,990",https://m.media-amazon.com/images/I/71YWLAx9WJL._AC_UY218_.jpg,"₹3,990",
178,"I KALL K250 Smartphone (Blue, 6.53 HD+, 4GB, 64GB)","6,799",https://m.media-amazon.com/images/I/41WGcKsAAsL._AC_UY218_.jpg,"₹6,799",5.0 out of 5 stars
179,"Samsung Galaxy M12 (White,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","13,499",https://m.media-amazon.com/images/I/71PVpFc7FwL._AC_UY218_.jpg,"₹13,499",3.9 out of 5 stars
180,"Redmi 9 Prime (Sunrise Flare, 4GB RAM, 128GB Storage) - Full HD+ Display & AI Quad Camera","10,999",https://m.media-amazon.com/images/I/71U2SiHgbiL._AC_UY218_.jpg,"₹10,999",4.3 out of 5 stars
181,"Lenovo A7 (Black, 4GB RAM, 64GB Storage, 4000mAh Battery)","8,290",https://m.media-amazon.com/images/I/317jmcaI6PL._AC_UY218_.jpg,"₹8,290",3.5 out of 5 stars
182,"Redmi Note 9 Pro (Glacier White, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free","12,999",https://m.media-amazon.com/images/I/81fwKtv0VHL._AC_UY218_.jpg,"₹12,999",4.2 out of 5 stars
183,"Realme C12 (Power Blue, 32 GB) (3 GB RAM)",,https://m.media-amazon.com/images/I/31X1+mh8zPL._AC_UY218_.jpg,,4.1 out of 5 stars
184,"Vivo Y11 (Mineral Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","9,490",https://m.media-amazon.com/images/I/71BBqZGY3dL._AC_UY218_.jpg,"₹9,490",4.2 out of 5 stars
185,"Redmi Note 10 (Aqua Green, 6GB RAM, 128GB Storage) - Super Amoled Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor","13,998",https://m.media-amazon.com/images/I/71Kmfs0T0BL._AC_UY218_.jpg,"₹13,998",4.1 out of 5 stars
186,"Redmi Note 10 (Aqua Green, 4GB RAM, 64GB Storage) - Super Amoled Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor","11,998",https://m.media-amazon.com/images/I/71Kmfs0T0BL._AC_UY218_.jpg,"₹11,998",4.4 out of 5 stars
187,,,,,
188,,,,,
189,"Redmi Note 10 (Shadow Black, 6GB RAM, 128GB Storage) - Super Amoled Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor","13,998",https://m.media-amazon.com/images/I/71IqJQM2stL._AC_UY218_.jpg,"₹13,998",4.1 out of 5 stars
190,"Samsung Galaxy M11 (Metallic Blue, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","10,999",https://m.media-amazon.com/images/I/71hqi389rcL._AC_UY218_.jpg,"₹10,999",4.1 out of 5 stars
191,,,,,
192,,,,,
193,,,,,
194,,,,,
195,"Lava Z1 (2GBRAM, 16GB Storage) Denim Blue","4,999",https://m.media-amazon.com/images/I/71d0jx4d9dL._AC_UY218_.jpg,"₹4,999",3.4 out of 5 stars
196,"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","18,499",https://m.media-amazon.com/images/I/61d-phh4GfL._AC_UY218_.jpg,"₹18,499",4.3 out of 5 stars
197,"Redmi Note 9 Pro (Interstellar Black, 4GB RAM, 128GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free","13,999",https://m.media-amazon.com/images/I/81fwKtv0VHL._AC_UY218_.jpg,"₹13,999",4.2 out of 5 stars
198,"Vivo Y12s (Glacier Blue, 3GB, 32GB ) with No Cost EMI/Additional Exchange Offers","9,990",https://m.media-amazon.com/images/I/71MeL149KBL._AC_UY218_.jpg,"₹9,990",4.1 out of 5 stars
199,"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor","12,999",https://m.media-amazon.com/images/I/61LHaUOhehL._AC_UY218_.jpg,"₹12,999",4.1 out of 5 stars
200,"Gionee A1 Lite 1618GI (Gold, 32GB)","6,290",https://m.media-amazon.com/images/I/81liwLMTJ7L._AC_UY218_.jpg,"₹6,290",3.5 out of 5 stars
201,"Redmi 9 Sporty Orange, 4GB RAM, 128GB Storage","9,999",https://m.media-amazon.com/images/I/716nHhG9SWL._AC_UY218_.jpg,"₹9,999",4.1 out of 5 stars
202,"Samsung Galaxy M31s (Mirage Black, 8GB RAM, 128GB Storage)","20,499",https://m.media-amazon.com/images/I/71BFG8Zu7zL._AC_UY218_.jpg,"₹20,499",4.3 out of 5 stars
203,"Oppo A52 (Twilight Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","14,990",https://m.media-amazon.com/images/I/71FPmXaDfbL._AC_UY218_.jpg,"₹14,990",4.2 out of 5 stars
204,"Motorola E7 Power (Tahiti Blue, 64 GB) (4 GB RAM)",,https://m.media-amazon.com/images/I/31zh43WnnfL._AC_UY218_.jpg,,5.0 out of 5 stars
205,"Micromax X741 (Grey Ultra Bright LED Light, 1750mAh)","1,249",https://m.media-amazon.com/images/I/81f6ZhzM7+L._AC_UY218_.jpg,"₹1,249",3.7 out of 5 stars
206,"Vivo Y12s (Phantom Black, 3GB, 32GB ) with No Cost EMI/Additional Exchange Offers","9,990",https://m.media-amazon.com/images/I/71UAi2jwsNL._AC_UY218_.jpg,"₹9,990",4.1 out of 5 stars
207,"Samsung Galaxy M02s (Red,3GB RAM, 32GB Storage) | 5000 mAh | Triple Camera","8,999",https://m.media-amazon.com/images/I/71tI3JEgeeL._AC_UY218_.jpg,"₹8,999",4.1 out of 5 stars
208,"Redmi 9 Power (Fiery Red, 4GB RAM, 64GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera","10,499",https://m.media-amazon.com/images/I/71hEzQGO5qL._AC_UY218_.jpg,"₹10,499",4.1 out of 5 stars
209,"Samsung Galaxy M31 (Iceberg Blue, 6GB RAM, 128GB Storage)","16,499",https://m.media-amazon.com/images/I/71ZsMOcpePL._AC_UY218_.jpg,"₹16,499",4.3 out of 5 stars
210,"OPPO A15 (Mystery Blue, 3GB RAM, 32GB Storage)","9,990",https://m.media-amazon.com/images/I/71y3aWvOucL._AC_UY218_.jpg,"₹9,990",4.2 out of 5 stars
211,,,,,
212,,,,,
213,,,,,
214,"(Renewed) Samsung Galaxy F41 (Fusion Black, 6GB RAM, 64GB Storage)","15,499",https://m.media-amazon.com/images/I/51IwsJ2F+qL._AC_UY218_.jpg,"₹15,499",
215,"Vivo Y31 (Ocean Blue, 6GB, 128GB Storage) with No Cost EMI/Additional Exchange Offers","16,490",https://m.media-amazon.com/images/I/71YW54xTE1L._AC_UY218_.jpg,"₹16,490",4.3 out of 5 stars
216,"Tecno Spark 5 Pro (Seabed Blue, 4GB RAM, 64GB Storage)","9,399",https://m.media-amazon.com/images/I/81sXQ5gXL3L._AC_UY218_.jpg,"₹9,399",3.9 out of 5 stars
217,"Vivo V20 2021 Sunset Melody, 8GB RAM, 128GB Storage","22,990",https://m.media-amazon.com/images/I/610d0YkZOtL._AC_UY218_.jpg,"₹22,990",4.4 out of 5 stars
218,Research in motion-BB BlackBerry Curve 9220 with 2MP Primary Camera -Black,"4,799",https://m.media-amazon.com/images/I/41N6BIGpO1L._AC_UY218_.jpg,"₹4,799",
219,"Gionee A1 Lite (Black, 3GB RAM, 32GB Storage)","6,290",https://m.media-amazon.com/images/I/71FECXAzWZL._AC_UY218_.jpg,"₹6,290",3.4 out of 5 stars
220,"LG W41 (Magic Blue, 48 MP Quad Camera, 4GB RAM, 64GB Storage)","12,989",https://m.media-amazon.com/images/I/614+W18ms+L._AC_UY218_.jpg,"₹12,989",3.3 out of 5 stars
221,"Vivo Y91i (Ocean Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","8,490",https://m.media-amazon.com/images/I/51-T19jXchL._AC_UY218_.jpg,"₹8,490",4.2 out of 5 stars
222,"Vivo Y20i (Nebula Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","11,490",https://m.media-amazon.com/images/I/71INGYhIf0L._AC_UY218_.jpg,"₹11,490",4.2 out of 5 stars
223,"(Renewed) Samsung Galaxy F41 (Fusion Blue, 6GB RAM, 64GB Storage)","15,499",https://m.media-amazon.com/images/I/51hrxoJdNBL._AC_UY218_.jpg,"₹15,499",
224,"YU YU5040 (Chrome Black, 4GB RAM, 32GB Storage)","6,999",https://m.media-amazon.com/images/I/51bk6IuaGzL._AC_UY218_.jpg,"₹6,999",3.6 out of 5 stars
225,Research in motion-BB BlackBerry 9900 with 5MP Camera-Black,"9,200",https://m.media-amazon.com/images/I/61xruntCq2L._AC_UY218_.jpg,"₹9,200",1.0 out of 5 stars
226,"OPPO A15s (Fancy White, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","11,490",https://m.media-amazon.com/images/I/71UnRvRqfxL._AC_UY218_.jpg,"₹11,490",4.1 out of 5 stars
227,"Redmi 9 Power (Electric Green, 4GB RAM, 64GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera","10,499",https://m.media-amazon.com/images/I/71hEzQGO5qL._AC_UY218_.jpg,"₹10,499",4.1 out of 5 stars
228,"I KALL K325 Smartphone (2GB, 16GB) (Green)","4,799",https://m.media-amazon.com/images/I/41SwAoHxdEL._AC_UY218_.jpg,"₹4,799",5.0 out of 5 stars
229,"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage) - Full HD+ Display & AI Quad Camera","10,999",https://m.media-amazon.com/images/I/71U2SiHgbiL._AC_UY218_.jpg,"₹10,999",4.3 out of 5 stars
230,,,,,
231,,,,,
232,,,,,
